userId,productId,rating,timestamp
13626,5,1,2015-02-01
3223,10,1,2018-03-23
12860,10,1,2018-03-15
26192,10,1,2018-03-11
7557,10,1,2018-03-03
25549,10,1,2018-02-19
18806,10,1,2018-01-18
17991,10,1,2017-11-25
21345,10,1,2017-11-04
18588,10,1,2017-10-25
15821,10,1,2017-10-23
17887,10,1,2017-10-15
22512,10,1,2017-10-14
17745,10,1,2017-09-30
742,10,1,2017-09-16
23049,10,1,2017-09-02
832,10,1,2017-08-07
10451,10,1,2017-07-23
26086,10,1,2017-07-14
22337,10,1,2017-07-03
13181,10,1,2017-07-01
14126,10,1,2017-06-25
16644,10,1,2017-06-12
19478,10,1,2017-06-10
16168,10,1,2017-06-02
8642,10,1,2017-04-26
20451,10,1,2017-04-15
24129,10,1,2017-03-28
11227,10,1,2017-03-21
2204,10,1,2017-03-19
15694,10,1,2017-03-18
25237,10,1,2017-03-10
3786,10,1,2017-03-03
12581,10,1,2017-03-01
20873,10,1,2017-02-24
11868,10,1,2017-02-24
9915,10,1,2017-02-22
23154,10,1,2017-02-02
16959,10,1,2017-01-30
9331,10,1,2017-01-29
16792,10,1,2017-01-25
8535,10,1,2017-01-21
22010,10,1,2017-01-20
24201,10,1,2017-01-14
21320,10,1,2017-01-11
5747,10,1,2017-01-11
8865,10,1,2017-01-05
18397,10,1,2016-12-31
13301,10,1,2016-12-19
17579,10,1,2016-12-06
4095,10,1,2016-11-23
236,10,1,2016-11-21
1656,10,1,2016-11-19
26497,10,1,2016-11-19
26678,10,1,2016-11-08
704,10,1,2016-11-03
14712,10,1,2016-10-27
11874,10,1,2016-10-23
17870,10,1,2016-10-22
22934,10,1,2016-10-14
25713,10,1,2016-10-08
5485,10,1,2016-09-24
24520,10,1,2016-09-13
8503,10,1,2016-09-06
21823,10,1,2016-09-06
22267,10,1,2016-08-28
5236,10,1,2016-08-28
23626,10,1,2016-08-22
19008,10,1,2016-08-14
966,10,1,2016-08-03
19097,10,1,2016-07-28
1066,10,1,2016-07-27
11895,10,1,2016-07-25
18338,10,1,2016-07-24
8108,10,1,2016-07-22
27664,10,1,2016-07-20
18035,10,1,2016-07-12
12643,10,1,2016-07-11
19439,10,1,2016-07-09
1299,10,1,2016-06-29
27353,10,1,2016-06-28
4752,10,1,2016-06-26
21064,10,1,2016-06-24
4424,10,1,2016-06-24
21542,10,1,2016-06-22
10381,10,1,2016-06-21
6783,10,1,2016-06-21
18130,10,1,2016-06-10
19749,10,1,2016-06-07
2215,10,1,2016-06-05
10287,10,1,2016-06-02
5282,10,1,2016-05-28
16103,10,1,2016-05-28
24812,10,1,2016-05-24
6050,10,1,2016-05-21
14458,10,1,2016-05-12
18411,10,1,2016-05-10
1311,10,1,2016-05-06
10347,10,1,2016-05-04
6449,10,1,2016-05-01
15468,10,1,2016-04-30
11480,10,1,2016-04-28
2290,10,1,2016-04-27
22729,10,1,2016-04-27
12395,10,1,2016-04-26
1982,10,1,2016-04-25
3699,10,1,2016-04-22
703,10,1,2016-04-19
14420,10,1,2016-04-17
2056,10,1,2016-04-11
25253,10,1,2016-04-10
3182,10,1,2016-04-07
16396,10,1,2016-04-06
17037,10,1,2016-03-30
20653,10,1,2016-03-29
24651,10,1,2016-03-26
20796,10,1,2016-03-25
17395,10,1,2016-03-25
21994,10,1,2016-03-22
5815,10,1,2016-03-21
7394,10,1,2016-03-18
19075,10,1,2016-03-18
18808,10,1,2016-03-13
23925,10,1,2016-03-12
6461,10,1,2016-03-09
26874,10,1,2016-03-09
26193,10,1,2016-03-09
11505,10,1,2016-03-05
10587,10,1,2016-03-01
449,10,1,2016-02-29
16798,10,1,2016-02-27
15830,10,1,2016-02-25
10891,10,1,2016-02-25
3679,10,1,2016-02-24
7636,10,1,2016-02-22
17634,10,1,2016-02-22
23416,10,1,2016-02-21
14017,10,1,2016-02-20
3662,10,1,2016-02-19
6952,10,1,2016-02-19
24834,10,1,2016-02-18
9643,10,1,2016-02-16
21528,10,1,2016-02-16
11713,10,1,2016-02-16
26492,10,1,2016-02-16
3584,10,1,2016-02-14
21020,10,1,2016-02-10
10769,10,1,2016-02-09
5788,10,1,2016-02-02
863,10,1,2016-01-27
8847,10,1,2016-01-27
11354,10,1,2016-01-26
16960,10,1,2016-01-22
19240,10,1,2016-01-21
11938,10,1,2016-01-17
